timestamp,load_kw,solar_kw
2026-07-10 12:45:00,69.544,0.0
2026-07-10 13:00:00,68.319,0.0
2026-07-10 13:15:00,69.014,0.0
2026-07-10 13:30:00,68.669,0.0
2026-07-10 13:45:00,69.459,0.0
2026-07-10 14:00:00,73.758,0.0
2026-07-10 14:15:00,67.656,0.0
2026-07-10 14:30:00,72.503,0.0
2026-07-10 14:45:00,71.621,0.0
2026-07-10 15:00:00,68.092,0.0
2026-07-10 15:15:00,66.216,0.0
2026-07-10 15:30:00,64.274,0.0
2026-07-10 15:45:00,64.89,0.0
2026-07-10 16:00:00,65.138,0.0
2026-07-10 16:15:00,63.016,0.0
2026-07-10 16:30:00,64.74,0.0
2026-07-10 16:45:00,65.456,0.0
2026-07-10 17:00:00,65.281,0.0
2026-07-10 17:15:00,61.121,0.0
2026-07-10 17:30:00,55.417,0.0
2026-07-10 17:45:00,54.215,0.0
2026-07-10 18:00:00,47.276,0.0
2026-07-10 18:15:00,44.691,0.0
2026-07-10 18:30:00,43.448,0.0
2026-07-10 18:45:00,39.216,0.0
2026-07-10 19:00:00,35.967,0.0
2026-07-10 19:15:00,35.132,0.0
2026-07-10 19:30:00,33.037,0.0
2026-07-10 19:45:00,32.417,0.0
2026-07-10 20:00:00,29.939,0.0
2026-07-10 20:15:00,28.343,0.0
2026-07-10 20:30:00,26.738,0.0
2026-07-10 20:45:00,24.994,0.0
2026-07-10 21:00:00,23.398,0.0
2026-07-10 21:15:00,22.196,0.0
2026-07-10 21:30:00,19.774,0.0
2026-07-10 21:45:00,18.825,0.0
2026-07-10 22:00:00,16.655,0.0
2026-07-10 22:15:00,16.155,0.0
2026-07-10 22:30:00,15.424,0.0
2026-07-10 22:45:00,14.481,0.0
2026-07-10 23:00:00,13.096,0.0
2026-07-10 23:15:00,13.44,0.0
2026-07-10 23:30:00,11.25,0.0
2026-07-10 23:45:00,11.692,0.0
2026-07-11 00:00:00,10.724,0.0
2026-07-11 00:15:00,10.809,0.0
2026-07-11 00:30:00,11.006,0.0
2026-07-11 00:45:00,10.998,0.0
2026-07-11 01:00:00,11.47,0.0
2026-07-11 01:15:00,10.373,0.0
2026-07-11 01:30:00,10.303,0.0
2026-07-11 01:45:00,10.398,0.0
2026-07-11 02:00:00,11.278,0.0
2026-07-11 02:15:00,10.807,0.0
2026-07-11 02:30:00,10.352,0.0
2026-07-11 02:45:00,10.99,0.0
2026-07-11 03:00:00,10.516,0.0
2026-07-11 03:15:00,10.759,0.0
2026-07-11 03:30:00,10.645,0.0
2026-07-11 03:45:00,10.691,0.0
2026-07-11 04:00:00,10.935,0.0
2026-07-11 04:15:00,10.679,0.0
2026-07-11 04:30:00,11.11,0.0
2026-07-11 04:45:00,10.46,0.0
2026-07-11 05:00:00,10.795,0.0
2026-07-11 05:15:00,10.893,0.0
2026-07-11 05:30:00,10.649,0.0
2026-07-11 05:45:00,15.049,0.0
2026-07-11 06:00:00,21.302,0.0
2026-07-11 06:15:00,25.686,0.0
2026-07-11 06:30:00,29.265,0.0
2026-07-11 06:45:00,35.097,0.0
2026-07-11 07:00:00,39.943,0.0
2026-07-11 07:15:00,45.148,0.0
2026-07-11 07:30:00,51.819,0.0
2026-07-11 07:45:00,55.795,0.0
2026-07-11 08:00:00,58.737,0.0
2026-07-11 08:15:00,63.602,0.0
2026-07-11 08:30:00,62.764,0.0
2026-07-11 08:45:00,63.864,0.0
2026-07-11 09:00:00,63.842,0.0
2026-07-11 09:15:00,64.28,0.0
2026-07-11 09:30:00,67.378,0.0
2026-07-11 09:45:00,65.862,0.0
2026-07-11 10:00:00,63.311,0.0
2026-07-11 10:15:00,67.899,0.0
2026-07-11 10:30:00,69.412,0.0
2026-07-11 10:45:00,69.489,0.0
2026-07-11 11:00:00,65.839,0.0
2026-07-11 11:15:00,71.048,0.0
2026-07-11 11:30:00,71.635,0.0
2026-07-11 11:45:00,74.638,0.0
2026-07-11 12:00:00,75.29,0.0
2026-07-11 12:15:00,76.509,0.0
2026-07-11 12:30:00,71.655,0.0
2026-07-11 12:45:00,74.714,0.0
2026-07-11 13:00:00,76.038,0.0
2026-07-11 13:15:00,74.543,0.0
2026-07-11 13:30:00,72.782,0.0
2026-07-11 13:45:00,75.315,0.0
2026-07-11 14:00:00,69.398,0.0
2026-07-11 14:15:00,71.249,0.0
2026-07-11 14:30:00,68.704,0.0
2026-07-11 14:45:00,68.732,0.0
2026-07-11 15:00:00,69.35,0.0
2026-07-11 15:15:00,68.234,0.0
2026-07-11 15:30:00,67.725,0.0
2026-07-11 15:45:00,71.878,0.0
2026-07-11 16:00:00,66.12,0.0
2026-07-11 16:15:00,67.904,0.0
2026-07-11 16:30:00,68.565,0.0
2026-07-11 16:45:00,67.291,0.0
2026-07-11 17:00:00,61.748,0.0
2026-07-11 17:15:00,63.381,0.0
2026-07-11 17:30:00,56.922,0.0
2026-07-11 17:45:00,54.704,0.0
2026-07-11 18:00:00,49.008,0.0
2026-07-11 18:15:00,45.956,0.0
2026-07-11 18:30:00,42.451,0.0
2026-07-11 18:45:00,41.026,0.0
2026-07-11 19:00:00,38.196,0.0
2026-07-11 19:15:00,34.849,0.0
2026-07-11 19:30:00,32.116,0.0
2026-07-11 19:45:00,30.475,0.0
2026-07-11 20:00:00,29.708,0.0
2026-07-11 20:15:00,28.328,0.0
2026-07-11 20:30:00,25.773,0.0
2026-07-11 20:45:00,24.661,0.0
2026-07-11 21:00:00,23.136,0.0
2026-07-11 21:15:00,22.576,0.0
2026-07-11 21:30:00,20.559,0.0
2026-07-11 21:45:00,18.606,0.0
2026-07-11 22:00:00,17.659,0.0
2026-07-11 22:15:00,16.17,0.0
2026-07-11 22:30:00,15.496,0.0
2026-07-11 22:45:00,14.737,0.0
2026-07-11 23:00:00,13.395,0.0
2026-07-11 23:15:00,13.387,0.0
2026-07-11 23:30:00,12.203,0.0
2026-07-11 23:45:00,10.78,0.0
2026-07-12 00:00:00,10.684,0.0
2026-07-12 00:15:00,11.156,0.0
2026-07-12 00:30:00,10.941,0.0
2026-07-12 00:45:00,10.775,0.0
2026-07-12 01:00:00,10.71,0.0
2026-07-12 01:15:00,10.898,0.0
2026-07-12 01:30:00,10.528,0.0
2026-07-12 01:45:00,10.867,0.0
2026-07-12 02:00:00,10.678,0.0
2026-07-12 02:15:00,11.039,0.0
2026-07-12 02:30:00,10.702,0.0
2026-07-12 02:45:00,10.449,0.0
2026-07-12 03:00:00,11.016,0.0
2026-07-12 03:15:00,10.486,0.0
2026-07-12 03:30:00,10.566,0.0
2026-07-12 03:45:00,10.231,0.0
2026-07-12 04:00:00,11.037,0.0
2026-07-12 04:15:00,10.718,0.0
2026-07-12 04:30:00,10.783,0.0
2026-07-12 04:45:00,10.935,0.0
2026-07-12 05:00:00,11.04,0.0
2026-07-12 05:15:00,11.04,0.0
2026-07-12 05:30:00,10.74,0.0
2026-07-12 05:45:00,15.368,0.0
2026-07-12 06:00:00,19.936,0.0
2026-07-12 06:15:00,25.371,0.0
2026-07-12 06:30:00,31.144,0.0
2026-07-12 06:45:00,37.451,0.0
2026-07-12 07:00:00,38.81,0.0
2026-07-12 07:15:00,45.461,0.0
2026-07-12 07:30:00,51.5,0.0
2026-07-12 07:45:00,54.367,0.0
2026-07-12 08:00:00,59.613,0.0
2026-07-12 08:15:00,59.757,0.0
2026-07-12 08:30:00,59.602,0.0
2026-07-12 08:45:00,62.633,0.0
2026-07-12 09:00:00,62.747,0.0
2026-07-12 09:15:00,63.639,0.0
2026-07-12 09:30:00,63.841,0.0
2026-07-12 09:45:00,62.426,0.0
2026-07-12 10:00:00,68.545,0.0
2026-07-12 10:15:00,67.371,0.0
2026-07-12 10:30:00,70.826,0.0
2026-07-12 10:45:00,71.491,0.0
2026-07-12 11:00:00,69.261,0.0
2026-07-12 11:15:00,71.065,0.0
2026-07-12 11:30:00,71.878,0.0
2026-07-12 11:45:00,70.939,0.0
2026-07-12 12:00:00,71.285,0.0
2026-07-12 12:15:00,73.854,0.0
2026-07-12 12:30:00,76.325,0.0
2026-07-12 12:45:00,72.381,0.0
2026-07-12 13:00:00,72.001,0.0
2026-07-12 13:15:00,71.012,0.0
2026-07-12 13:30:00,73.115,0.0
2026-07-12 13:45:00,76.259,0.0
2026-07-12 14:00:00,66.32,0.0
2026-07-12 14:15:00,73.68,0.0
2026-07-12 14:30:00,70.727,0.0
2026-07-12 14:45:00,69.764,0.0
2026-07-12 15:00:00,68.993,0.0
2026-07-12 15:15:00,67.211,0.0
2026-07-12 15:30:00,67.252,0.0
2026-07-12 15:45:00,65.421,0.0
2026-07-12 16:00:00,66.96,0.0
2026-07-12 16:15:00,64.926,0.0
2026-07-12 16:30:00,62.428,0.0
2026-07-12 16:45:00,63.47,0.0
2026-07-12 17:00:00,63.018,0.0
2026-07-12 17:15:00,58.494,0.0
2026-07-12 17:30:00,55.147,0.0
2026-07-12 17:45:00,54.309,0.0
2026-07-12 18:00:00,49.733,0.0
2026-07-12 18:15:00,47.956,0.0
2026-07-12 18:30:00,43.406,0.0
2026-07-12 18:45:00,39.19,0.0
2026-07-12 19:00:00,36.52,0.0
2026-07-12 19:15:00,34.401,0.0
2026-07-12 19:30:00,32.053,0.0
2026-07-12 19:45:00,32.268,0.0
2026-07-12 20:00:00,29.358,0.0
2026-07-12 20:15:00,27.663,0.0
2026-07-12 20:30:00,27.576,0.0
2026-07-12 20:45:00,22.961,0.0
2026-07-12 21:00:00,23.061,0.0
2026-07-12 21:15:00,23.03,0.0
2026-07-12 21:30:00,20.556,0.0
2026-07-12 21:45:00,18.143,0.0
2026-07-12 22:00:00,17.388,0.0
2026-07-12 22:15:00,16.676,0.0
2026-07-12 22:30:00,15.16,0.0
2026-07-12 22:45:00,14.373,0.0
2026-07-12 23:00:00,13.631,0.0
2026-07-12 23:15:00,12.409,0.0
2026-07-12 23:30:00,12.894,0.0
2026-07-12 23:45:00,11.76,0.0
2026-07-13 00:00:00,10.899,0.0
2026-07-13 00:15:00,10.958,0.0
2026-07-13 00:30:00,10.35,0.0
2026-07-13 00:45:00,10.954,0.0
2026-07-13 01:00:00,11.116,0.0
2026-07-13 01:15:00,10.716,0.0
2026-07-13 01:30:00,10.425,0.0
2026-07-13 01:45:00,10.718,0.0
2026-07-13 02:00:00,10.752,0.0
2026-07-13 02:15:00,10.997,0.0
2026-07-13 02:30:00,10.898,0.0
2026-07-13 02:45:00,10.955,0.0
2026-07-13 03:00:00,10.782,0.0
2026-07-13 03:15:00,11.063,0.0
2026-07-13 03:30:00,11.06,0.0
2026-07-13 03:45:00,10.96,0.0
2026-07-13 04:00:00,10.506,0.0
2026-07-13 04:15:00,10.472,0.0
2026-07-13 04:30:00,11.505,0.0
2026-07-13 04:45:00,11.03,0.0
2026-07-13 05:00:00,11.283,0.0
2026-07-13 05:15:00,11.081,0.0
2026-07-13 05:30:00,10.611,0.0
2026-07-13 05:45:00,15.727,0.0
2026-07-13 06:00:00,20.334,0.0
2026-07-13 06:15:00,26.502,0.0
2026-07-13 06:30:00,30.523,0.0
2026-07-13 06:45:00,35.232,0.0
2026-07-13 07:00:00,39.752,0.0
2026-07-13 07:15:00,44.999,0.0
2026-07-13 07:30:00,50.979,0.0
2026-07-13 07:45:00,55.277,0.0
2026-07-13 08:00:00,62.774,0.0
2026-07-13 08:15:00,63.108,0.0
2026-07-13 08:30:00,61.339,0.0
2026-07-13 08:45:00,66.394,0.0
2026-07-13 09:00:00,67.509,0.0
2026-07-13 09:15:00,68.168,0.0
2026-07-13 09:30:00,69.853,0.0
2026-07-13 09:45:00,70.642,0.0
2026-07-13 10:00:00,73.025,0.0
2026-07-13 10:15:00,70.922,0.0
2026-07-13 10:30:00,72.23,0.0
2026-07-13 10:45:00,74.445,0.0
2026-07-13 11:00:00,76.965,0.0
2026-07-13 11:15:00,79.575,0.0
2026-07-13 11:30:00,81.452,0.0
2026-07-13 11:45:00,78.771,0.0
2026-07-13 12:00:00,82.097,0.0
2026-07-13 12:15:00,82.477,0.0
2026-07-13 12:30:00,82.33,0.0
2026-07-13 12:45:00,79.303,0.0
2026-07-13 13:00:00,79.739,0.0
2026-07-13 13:15:00,79.85,0.0
2026-07-13 13:30:00,79.073,0.0
2026-07-13 13:45:00,77.445,0.0
2026-07-13 14:00:00,77.733,0.0
2026-07-13 14:15:00,77.345,0.0
2026-07-13 14:30:00,77.902,0.0
2026-07-13 14:45:00,73.415,0.0
2026-07-13 15:00:00,73.413,0.0
2026-07-13 15:15:00,76.364,0.0
2026-07-13 15:30:00,74.896,0.0
2026-07-13 15:45:00,73.143,0.0
2026-07-13 16:00:00,69.374,0.0
2026-07-13 16:15:00,73.274,0.0
2026-07-13 16:30:00,72.164,0.0
2026-07-13 16:45:00,65.022,0.0
2026-07-13 17:00:00,68.672,0.0
2026-07-13 17:15:00,63.482,0.0
2026-07-13 17:30:00,60.594,0.0
2026-07-13 17:45:00,54.459,0.0
2026-07-13 18:00:00,52.965,0.0
2026-07-13 18:15:00,47.368,0.0
2026-07-13 18:30:00,44.285,0.0
2026-07-13 18:45:00,37.878,0.0
2026-07-13 19:00:00,36.462,0.0
2026-07-13 19:15:00,36.74,0.0
2026-07-13 19:30:00,32.718,0.0
2026-07-13 19:45:00,31.399,0.0
2026-07-13 20:00:00,30.035,0.0
2026-07-13 20:15:00,27.688,0.0
2026-07-13 20:30:00,26.493,0.0
2026-07-13 20:45:00,25.414,0.0
2026-07-13 21:00:00,23.7,0.0
2026-07-13 21:15:00,21.858,0.0
2026-07-13 21:30:00,20.135,0.0
2026-07-13 21:45:00,17.48,0.0
2026-07-13 22:00:00,16.25,0.0
2026-07-13 22:15:00,17.461,0.0
2026-07-13 22:30:00,15.673,0.0
2026-07-13 22:45:00,14.796,0.0
2026-07-13 23:00:00,14.284,0.0
2026-07-13 23:15:00,12.956,0.0
2026-07-13 23:30:00,12.116,0.0
2026-07-13 23:45:00,11.825,0.0
2026-07-14 00:00:00,10.898,0.0
2026-07-14 00:15:00,10.964,0.0
2026-07-14 00:30:00,10.971,0.0
2026-07-14 00:45:00,10.695,0.0
2026-07-14 01:00:00,10.572,0.0
2026-07-14 01:15:00,10.972,0.0
2026-07-14 01:30:00,11.02,0.0
2026-07-14 01:45:00,11.062,0.0
2026-07-14 02:00:00,10.734,0.0
2026-07-14 02:15:00,10.583,0.0
2026-07-14 02:30:00,10.51,0.0
2026-07-14 02:45:00,10.947,0.0
2026-07-14 03:00:00,10.725,0.0
2026-07-14 03:15:00,11.11,0.0
2026-07-14 03:30:00,10.747,0.0
2026-07-14 03:45:00,10.447,0.0
2026-07-14 04:00:00,10.994,0.0
2026-07-14 04:15:00,10.757,0.0
2026-07-14 04:30:00,10.613,0.0
2026-07-14 04:45:00,10.91,0.0
2026-07-14 05:00:00,10.549,0.0
2026-07-14 05:15:00,11.454,0.0
2026-07-14 05:30:00,10.664,0.0
2026-07-14 05:45:00,15.7,0.0
2026-07-14 06:00:00,19.97,0.0
2026-07-14 06:15:00,25.265,0.0
2026-07-14 06:30:00,29.664,0.0
2026-07-14 06:45:00,34.051,0.0
2026-07-14 07:00:00,39.926,0.0
2026-07-14 07:15:00,47.711,0.0
2026-07-14 07:30:00,51.075,0.0
2026-07-14 07:45:00,57.301,0.0
2026-07-14 08:00:00,59.993,0.0
2026-07-14 08:15:00,64.366,0.0
2026-07-14 08:30:00,62.605,0.0
2026-07-14 08:45:00,62.566,0.0
2026-07-14 09:00:00,66.115,0.0
2026-07-14 09:15:00,65.448,0.0
2026-07-14 09:30:00,63.896,0.0
2026-07-14 09:45:00,67.12,0.0
2026-07-14 10:00:00,69.895,0.0
2026-07-14 10:15:00,70.208,0.0
2026-07-14 10:30:00,68.104,0.0
2026-07-14 10:45:00,74.72,0.0
2026-07-14 11:00:00,71.425,0.0
2026-07-14 11:15:00,70.016,0.0
2026-07-14 11:30:00,73.773,0.0
2026-07-14 11:45:00,74.304,0.0
2026-07-14 12:00:00,77.667,0.0
2026-07-14 12:15:00,77.285,0.0
2026-07-14 12:30:00,73.054,0.0
2026-07-14 12:45:00,76.886,0.0
2026-07-14 13:00:00,74.875,0.0
2026-07-14 13:15:00,76.832,0.0
2026-07-14 13:30:00,71.399,0.0
2026-07-14 13:45:00,73.208,0.0
2026-07-14 14:00:00,71.243,0.0
2026-07-14 14:15:00,74.242,0.0
2026-07-14 14:30:00,72.515,0.0
2026-07-14 14:45:00,73.961,0.0
2026-07-14 15:00:00,71.216,0.0
2026-07-14 15:15:00,69.583,0.0
2026-07-14 15:30:00,71.201,0.0
2026-07-14 15:45:00,68.589,0.0
2026-07-14 16:00:00,69.774,0.0
2026-07-14 16:15:00,67.868,0.0
2026-07-14 16:30:00,66.726,0.0
2026-07-14 16:45:00,67.139,0.0
2026-07-14 17:00:00,62.73,0.0
2026-07-14 17:15:00,61.821,0.0
2026-07-14 17:30:00,56.761,0.0
2026-07-14 17:45:00,52.997,0.0
2026-07-14 18:00:00,51.177,0.0
2026-07-14 18:15:00,47.59,0.0
2026-07-14 18:30:00,42.501,0.0
2026-07-14 18:45:00,39.496,0.0
2026-07-14 19:00:00,35.178,0.0
2026-07-14 19:15:00,34.081,0.0
2026-07-14 19:30:00,32.852,0.0
2026-07-14 19:45:00,31.281,0.0
2026-07-14 20:00:00,30.973,0.0
2026-07-14 20:15:00,27.709,0.0
2026-07-14 20:30:00,27.555,0.0
2026-07-14 20:45:00,24.584,0.0
2026-07-14 21:00:00,23.311,0.0
2026-07-14 21:15:00,20.25,0.0
2026-07-14 21:30:00,20.41,0.0
2026-07-14 21:45:00,18.852,0.0
2026-07-14 22:00:00,15.938,0.0
2026-07-14 22:15:00,14.93,0.0
2026-07-14 22:30:00,15.755,0.0
2026-07-14 22:45:00,14.678,0.0
2026-07-14 23:00:00,13.526,0.0
2026-07-14 23:15:00,13.267,0.0
2026-07-14 23:30:00,11.893,0.0
2026-07-14 23:45:00,11.478,0.0
2026-07-15 00:00:00,10.564,0.0
2026-07-15 00:15:00,11.051,0.0
2026-07-15 00:30:00,11.038,0.0
2026-07-15 00:45:00,11.041,0.0
2026-07-15 01:00:00,10.628,0.0
2026-07-15 01:15:00,10.69,0.0
2026-07-15 01:30:00,10.649,0.0
2026-07-15 01:45:00,11.016,0.0
2026-07-15 02:00:00,11.057,0.0
2026-07-15 02:15:00,10.831,0.0
2026-07-15 02:30:00,11.035,0.0
2026-07-15 02:45:00,10.851,0.0
2026-07-15 03:00:00,11.425,0.0
2026-07-15 03:15:00,10.645,0.0
2026-07-15 03:30:00,10.69,0.0
2026-07-15 03:45:00,10.741,0.0
2026-07-15 04:00:00,10.586,0.0
2026-07-15 04:15:00,10.707,0.0
2026-07-15 04:30:00,11.091,0.0
2026-07-15 04:45:00,10.754,0.0
2026-07-15 05:00:00,11.199,0.0
2026-07-15 05:15:00,10.907,0.0
2026-07-15 05:30:00,11.185,0.0
2026-07-15 05:45:00,16.078,0.0
2026-07-15 06:00:00,19.297,0.0
2026-07-15 06:15:00,26.17,0.0
2026-07-15 06:30:00,30.154,0.0
2026-07-15 06:45:00,35.599,0.0
2026-07-15 07:00:00,40.987,0.0
2026-07-15 07:15:00,46.353,0.0
2026-07-15 07:30:00,46.499,0.0
2026-07-15 07:45:00,55.299,0.0
2026-07-15 08:00:00,60.846,0.0
2026-07-15 08:15:00,59.028,0.0
2026-07-15 08:30:00,65.701,0.0
2026-07-15 08:45:00,64.173,0.0
2026-07-15 09:00:00,62.073,0.0
2026-07-15 09:15:00,63.435,0.0
2026-07-15 09:30:00,66.436,0.0
2026-07-15 09:45:00,66.707,0.0
2026-07-15 10:00:00,66.199,0.0
2026-07-15 10:15:00,69.498,0.0
2026-07-15 10:30:00,70.865,0.0
2026-07-15 10:45:00,69.911,0.0
2026-07-15 11:00:00,71.095,0.0
2026-07-15 11:15:00,68.186,0.0
2026-07-15 11:30:00,74.33,0.0
2026-07-15 11:45:00,76.066,0.0
2026-07-15 12:00:00,73.232,0.0
2026-07-15 12:15:00,72.822,0.0
2026-07-15 12:30:00,73.321,0.0
2026-07-15 12:45:00,75.71,0.0
2026-07-15 13:00:00,74.463,0.0
2026-07-15 13:15:00,71.48,0.0
2026-07-15 13:30:00,73.369,0.0
2026-07-15 13:45:00,73.514,0.0
2026-07-15 14:00:00,74.757,0.0
2026-07-15 14:15:00,72.703,0.0
2026-07-15 14:30:00,68.127,0.0
2026-07-15 14:45:00,70.482,0.0
2026-07-15 15:00:00,67.437,0.0
2026-07-15 15:15:00,69.004,0.0
2026-07-15 15:30:00,69.238,0.0
2026-07-15 15:45:00,65.253,0.0
2026-07-15 16:00:00,67.281,0.0
2026-07-15 16:15:00,66.274,0.0
2026-07-15 16:30:00,66.266,0.0
2026-07-15 16:45:00,67.439,0.0
2026-07-15 17:00:00,63.546,0.0
2026-07-15 17:15:00,59.853,0.0
2026-07-15 17:30:00,58.168,0.0
2026-07-15 17:45:00,54.526,0.0
2026-07-15 18:00:00,49.008,0.0
2026-07-15 18:15:00,43.243,0.0
2026-07-15 18:30:00,41.142,0.0
2026-07-15 18:45:00,40.678,0.0
2026-07-15 19:00:00,36.382,0.0
2026-07-15 19:15:00,33.805,0.0
2026-07-15 19:30:00,34.504,0.0
2026-07-15 19:45:00,29.231,0.0
2026-07-15 20:00:00,29.591,0.0
2026-07-15 20:15:00,27.563,0.0
2026-07-15 20:30:00,26.155,0.0
2026-07-15 20:45:00,24.809,0.0
2026-07-15 21:00:00,22.729,0.0
2026-07-15 21:15:00,21.232,0.0
2026-07-15 21:30:00,20.008,0.0
2026-07-15 21:45:00,18.78,0.0
2026-07-15 22:00:00,17.024,0.0
2026-07-15 22:15:00,16.057,0.0
2026-07-15 22:30:00,15.153,0.0
2026-07-15 22:45:00,14.379,0.0
2026-07-15 23:00:00,14.366,0.0
2026-07-15 23:15:00,13.094,0.0
2026-07-15 23:30:00,12.46,0.0
2026-07-15 23:45:00,11.198,0.0
2026-07-16 00:00:00,10.474,0.0
2026-07-16 00:15:00,10.51,0.0
2026-07-16 00:30:00,10.669,0.0
2026-07-16 00:45:00,10.368,0.0
2026-07-16 01:00:00,10.493,0.0
2026-07-16 01:15:00,10.892,0.0
2026-07-16 01:30:00,10.819,0.0
2026-07-16 01:45:00,10.744,0.0
2026-07-16 02:00:00,10.7,0.0
2026-07-16 02:15:00,10.735,0.0
2026-07-16 02:30:00,10.817,0.0
2026-07-16 02:45:00,10.876,0.0
2026-07-16 03:00:00,10.758,0.0
2026-07-16 03:15:00,10.529,0.0
2026-07-16 03:30:00,10.832,0.0
2026-07-16 03:45:00,10.948,0.0
2026-07-16 04:00:00,11.32,0.0
2026-07-16 04:15:00,10.71,0.0
2026-07-16 04:30:00,10.508,0.0
2026-07-16 04:45:00,10.741,0.0
2026-07-16 05:00:00,11.412,0.0
2026-07-16 05:15:00,11.062,0.0
2026-07-16 05:30:00,10.743,0.0
2026-07-16 05:45:00,15.359,0.0
2026-07-16 06:00:00,20.076,0.0
2026-07-16 06:15:00,24.558,0.0
2026-07-16 06:30:00,32.246,0.0
2026-07-16 06:45:00,36.081,0.0
2026-07-16 07:00:00,40.893,0.0
2026-07-16 07:15:00,45.174,0.0
2026-07-16 07:30:00,50.901,0.0
2026-07-16 07:45:00,56.265,0.0
2026-07-16 08:00:00,59.469,0.0
2026-07-16 08:15:00,60.838,0.0
2026-07-16 08:30:00,59.631,0.0
2026-07-16 08:45:00,62.474,0.0
2026-07-16 09:00:00,62.356,0.0
2026-07-16 09:15:00,61.744,0.0
2026-07-16 09:30:00,64.608,0.0
2026-07-16 09:45:00,65.783,0.0
2026-07-16 10:00:00,65.759,0.0
2026-07-16 10:15:00,67.883,0.0
2026-07-16 10:30:00,68.021,0.0
2026-07-16 10:45:00,69.999,0.0
2026-07-16 11:00:00,69.523,0.0
2026-07-16 11:15:00,74.453,0.0
2026-07-16 11:30:00,73.301,0.0
2026-07-16 11:45:00,73.298,0.0
2026-07-16 12:00:00,76.669,0.0
2026-07-16 12:15:00,74.733,0.0
2026-07-16 12:30:00,73.713,0.0
2026-07-16 12:45:00,69.697,0.0
2026-07-16 13:00:00,73.549,0.0
2026-07-16 13:15:00,70.798,0.0
2026-07-16 13:30:00,73.222,0.0
2026-07-16 13:45:00,70.309,0.0
2026-07-16 14:00:00,73.635,0.0
2026-07-16 14:15:00,72.845,0.0
2026-07-16 14:30:00,70.446,0.0
2026-07-16 14:45:00,69.29,0.0
2026-07-16 15:00:00,68.266,0.0
2026-07-16 15:15:00,68.014,0.0
2026-07-16 15:30:00,70.445,0.0
2026-07-16 15:45:00,67.506,0.0
2026-07-16 16:00:00,67.673,0.0
2026-07-16 16:15:00,64.66,0.0
2026-07-16 16:30:00,65.603,0.0
2026-07-16 16:45:00,65.017,0.0
2026-07-16 17:00:00,63.758,0.0
2026-07-16 17:15:00,61.262,0.0
2026-07-16 17:30:00,55.867,0.0
2026-07-16 17:45:00,54.787,0.0
2026-07-16 18:00:00,50.098,0.0
2026-07-16 18:15:00,46.625,0.0
2026-07-16 18:30:00,41.763,0.0
2026-07-16 18:45:00,39.023,0.0
2026-07-16 19:00:00,36.358,0.0
2026-07-16 19:15:00,34.473,0.0
2026-07-16 19:30:00,32.982,0.0
2026-07-16 19:45:00,31.004,0.0
2026-07-16 20:00:00,30.34,0.0
2026-07-16 20:15:00,27.42,0.0
2026-07-16 20:30:00,26.628,0.0
2026-07-16 20:45:00,23.89,0.0
2026-07-16 21:00:00,23.246,0.0
2026-07-16 21:15:00,21.852,0.0
2026-07-16 21:30:00,20.173,0.0
2026-07-16 21:45:00,17.869,0.0
2026-07-16 22:00:00,16.681,0.0
