timestamp,cloud_cover,temp_c
2026-07-10 16:00:00,0.1236,28.35
2026-07-10 16:15:00,0.1613,28.954
2026-07-10 16:30:00,0.1007,28.151
2026-07-10 16:45:00,0.0486,28.116
2026-07-10 17:00:00,0.3685,27.553
2026-07-10 17:15:00,0.2127,28.044
2026-07-10 17:30:00,0.3226,27.477
2026-07-10 17:45:00,0.1454,27.715
2026-07-10 18:00:00,0.366,27.086
2026-07-10 18:15:00,0.3248,26.689
2026-07-10 18:30:00,0.3384,26.636
2026-07-10 18:45:00,0.3039,27.09
2026-07-10 19:00:00,0.1685,26.369
2026-07-10 19:15:00,0.4238,25.955
2026-07-10 19:30:00,0.2382,25.49
2026-07-10 19:45:00,0.0196,25.314
2026-07-10 20:00:00,0.2382,25.084
2026-07-10 20:15:00,0.1919,25.135
2026-07-10 20:30:00,0.2714,24.782
2026-07-10 20:45:00,0.2093,24.563
2026-07-10 21:00:00,0.1535,24.76
2026-07-10 21:15:00,0.1218,23.539
2026-07-10 21:30:00,0.3048,23.89
2026-07-10 21:45:00,0.194,24.074
2026-07-10 22:00:00,0.2636,24.544
2026-07-10 22:15:00,0.2299,23.752
2026-07-10 22:30:00,0.2549,22.822
2026-07-10 22:45:00,0.2527,23.448
2026-07-10 23:00:00,0.1829,23.198
2026-07-10 23:15:00,0.3164,22.917
2026-07-10 23:30:00,0.177,22.569
2026-07-10 23:45:00,0.0,22.718
2026-07-11 00:00:00,1.0,24.436
2026-07-11 00:15:00,0.6614,24.881
2026-07-11 00:30:00,0.8155,24.274
2026-07-11 00:45:00,0.8191,24.57
2026-07-11 01:00:00,0.6416,24.886
2026-07-11 01:15:00,0.8728,24.893
2026-07-11 01:30:00,1.0,24.677
2026-07-11 01:45:00,0.6389,24.263
2026-07-11 02:00:00,0.8917,24.291
2026-07-11 02:15:00,0.8006,24.758
2026-07-11 02:30:00,0.8973,24.752
2026-07-11 02:45:00,0.8822,24.238
2026-07-11 03:00:00,0.8401,24.245
2026-07-11 03:15:00,0.8511,24.097
2026-07-11 03:30:00,0.7907,24.537
2026-07-11 03:45:00,0.6729,24.581
2026-07-11 04:00:00,1.0,25.102
2026-07-11 04:15:00,0.9818,24.328
2026-07-11 04:30:00,1.0,25.008
2026-07-11 04:45:00,0.9955,25.637
2026-07-11 05:00:00,0.7006,25.084
2026-07-11 05:15:00,0.8612,25.8
2026-07-11 05:30:00,0.847,25.902
2026-07-11 05:45:00,0.7272,26.058
2026-07-11 06:00:00,0.713,26.049
2026-07-11 06:15:00,0.9349,25.555
2026-07-11 06:30:00,0.7905,26.682
2026-07-11 06:45:00,0.5666,27.271
2026-07-11 07:00:00,0.8883,26.849
2026-07-11 07:15:00,0.7855,26.567
2026-07-11 07:30:00,1.0,27.78
2026-07-11 07:45:00,0.7111,27.032
2026-07-11 08:00:00,0.7474,27.64
2026-07-11 08:15:00,0.6528,28.954
2026-07-11 08:30:00,0.5612,27.696
2026-07-11 08:45:00,0.8475,28.418
2026-07-11 09:00:00,0.9901,28.641
2026-07-11 09:15:00,0.7793,28.594
2026-07-11 09:30:00,1.0,29.333
2026-07-11 09:45:00,0.8139,29.157
2026-07-11 10:00:00,1.0,29.114
2026-07-11 10:15:00,0.8303,30.16
2026-07-11 10:30:00,1.0,29.913
2026-07-11 10:45:00,0.8105,30.649
2026-07-11 11:00:00,0.7005,30.772
2026-07-11 11:15:00,0.7671,31.181
2026-07-11 11:30:00,1.0,30.647
2026-07-11 11:45:00,0.3339,31.076
2026-07-11 12:00:00,0.8772,30.773
2026-07-11 12:15:00,0.7438,30.772
2026-07-11 12:30:00,0.7143,31.363
2026-07-11 12:45:00,0.6956,30.819
2026-07-11 13:00:00,0.7991,31.24
2026-07-11 13:15:00,0.8296,31.059
2026-07-11 13:30:00,1.0,30.649
2026-07-11 13:45:00,0.9771,31.69
2026-07-11 14:00:00,0.8999,31.384
2026-07-11 14:15:00,0.8105,31.346
2026-07-11 14:30:00,0.9145,31.459
2026-07-11 14:45:00,0.9103,31.082
2026-07-11 15:00:00,0.8564,31.075
2026-07-11 15:15:00,0.94,31.199
2026-07-11 15:30:00,0.8466,30.543
2026-07-11 15:45:00,0.8138,31.085
2026-07-11 16:00:00,0.9228,30.546
2026-07-11 16:15:00,0.8295,30.439
2026-07-11 16:30:00,0.9096,29.857
2026-07-11 16:45:00,0.6274,30.311
2026-07-11 17:00:00,0.9153,30.563
2026-07-11 17:15:00,1.0,30.27
2026-07-11 17:30:00,0.5406,29.936
2026-07-11 17:45:00,0.9805,29.902
2026-07-11 18:00:00,0.7353,29.631
2026-07-11 18:15:00,0.7708,29.631
2026-07-11 18:30:00,0.8926,29.575
2026-07-11 18:45:00,0.9138,29.557
2026-07-11 19:00:00,0.7774,28.807
2026-07-11 19:15:00,0.6888,28.784
2026-07-11 19:30:00,0.7867,28.409
2026-07-11 19:45:00,0.8885,27.9
2026-07-11 20:00:00,0.6515,28.167
2026-07-11 20:15:00,0.7326,27.624
2026-07-11 20:30:00,0.8126,27.345
2026-07-11 20:45:00,0.8029,27.187
2026-07-11 21:00:00,0.9305,26.443
2026-07-11 21:15:00,0.8591,27.082
2026-07-11 21:30:00,0.8671,26.649
2026-07-11 21:45:00,0.9109,26.266
2026-07-11 22:00:00,0.7579,25.929
2026-07-11 22:15:00,0.7805,25.643
2026-07-11 22:30:00,0.9556,25.834
2026-07-11 22:45:00,1.0,25.427
2026-07-11 23:00:00,0.7375,25.629
2026-07-11 23:15:00,1.0,25.383
2026-07-11 23:30:00,1.0,24.76
2026-07-11 23:45:00,0.7173,24.706
2026-07-12 00:00:00,0.3189,23.298
2026-07-12 00:15:00,0.5902,23.612
2026-07-12 00:30:00,0.547,23.323
2026-07-12 00:45:00,0.3556,22.747
2026-07-12 01:00:00,0.4022,23.093
2026-07-12 01:15:00,0.3418,22.801
2026-07-12 01:30:00,0.5366,23.033
2026-07-12 01:45:00,0.3871,23.181
2026-07-12 02:00:00,0.2297,22.619
2026-07-12 02:15:00,0.354,23.249
2026-07-12 02:30:00,0.5595,23.308
2026-07-12 02:45:00,0.4884,23.372
2026-07-12 03:00:00,0.5144,23.134
2026-07-12 03:15:00,0.4708,23.469
2026-07-12 03:30:00,0.4992,23.05
2026-07-12 03:45:00,0.1994,23.247
2026-07-12 04:00:00,0.5092,23.355
2026-07-12 04:15:00,0.3315,23.452
2026-07-12 04:30:00,0.5844,23.943
2026-07-12 04:45:00,0.4292,23.414
2026-07-12 05:00:00,0.5539,23.691
2026-07-12 05:15:00,0.438,24.579
2026-07-12 05:30:00,0.5149,24.493
2026-07-12 05:45:00,0.5014,24.329
2026-07-12 06:00:00,0.3852,24.773
2026-07-12 06:15:00,0.1935,24.824
2026-07-12 06:30:00,0.6595,25.274
2026-07-12 06:45:00,0.4478,25.481
2026-07-12 07:00:00,0.3385,25.647
2026-07-12 07:15:00,0.4511,25.912
2026-07-12 07:30:00,0.3248,26.023
2026-07-12 07:45:00,0.3998,26.122
2026-07-12 08:00:00,0.4369,26.16
2026-07-12 08:15:00,0.2818,26.845
2026-07-12 08:30:00,0.3984,27.152
2026-07-12 08:45:00,0.5426,27.621
2026-07-12 09:00:00,0.5317,26.795
2026-07-12 09:15:00,0.4482,27.647
2026-07-12 09:30:00,0.6014,27.626
2026-07-12 09:45:00,0.6835,28.77
2026-07-12 10:00:00,0.4151,28.129
2026-07-12 10:15:00,0.213,29.101
2026-07-12 10:30:00,0.3128,28.396
2026-07-12 10:45:00,0.3941,29.003
2026-07-12 11:00:00,0.4194,28.687
2026-07-12 11:15:00,0.447,29.17
2026-07-12 11:30:00,0.2651,28.941
2026-07-12 11:45:00,0.2639,29.433
2026-07-12 12:00:00,0.629,29.539
2026-07-12 12:15:00,0.6011,29.213
2026-07-12 12:30:00,0.5097,29.886
2026-07-12 12:45:00,0.6512,30.082
2026-07-12 13:00:00,0.1963,29.447
2026-07-12 13:15:00,0.5114,29.77
2026-07-12 13:30:00,0.3729,30.542
2026-07-12 13:45:00,0.5539,29.624
2026-07-12 14:00:00,0.3102,29.81
2026-07-12 14:15:00,0.6569,30.646
2026-07-12 14:30:00,0.4498,29.859
2026-07-12 14:45:00,0.5165,29.809
2026-07-12 15:00:00,0.3573,30.105
2026-07-12 15:15:00,0.5084,29.216
2026-07-12 15:30:00,0.3446,29.739
2026-07-12 15:45:00,0.3644,29.88
2026-07-12 16:00:00,0.4101,29.666
2026-07-12 16:15:00,0.1543,29.555
2026-07-12 16:30:00,0.5009,28.755
2026-07-12 16:45:00,0.3299,29.623
2026-07-12 17:00:00,0.5811,29.194
2026-07-12 17:15:00,0.6215,28.992
2026-07-12 17:30:00,0.3316,28.738
2026-07-12 17:45:00,0.3874,28.829
2026-07-12 18:00:00,0.5046,28.213
2026-07-12 18:15:00,0.6312,28.415
2026-07-12 18:30:00,0.3292,27.753
2026-07-12 18:45:00,0.3538,27.704
2026-07-12 19:00:00,0.6094,27.173
2026-07-12 19:15:00,0.7114,27.756
2026-07-12 19:30:00,0.389,26.873
2026-07-12 19:45:00,0.2514,26.645
2026-07-12 20:00:00,0.5035,26.502
2026-07-12 20:15:00,0.562,27.109
2026-07-12 20:30:00,0.2151,25.999
2026-07-12 20:45:00,0.4684,25.089
2026-07-12 21:00:00,0.2302,25.871
2026-07-12 21:15:00,0.5187,25.156
2026-07-12 21:30:00,0.2544,25.409
2026-07-12 21:45:00,0.5817,25.084
2026-07-12 22:00:00,0.3301,25.017
2026-07-12 22:15:00,0.4094,24.712
2026-07-12 22:30:00,0.6774,24.692
2026-07-12 22:45:00,0.5623,24.329
2026-07-12 23:00:00,0.7618,23.681
2026-07-12 23:15:00,0.743,23.888
2026-07-12 23:30:00,0.4813,23.539
2026-07-12 23:45:00,0.4597,23.258
2026-07-13 00:00:00,0.4029,28.224
2026-07-13 00:15:00,0.4968,28.062
2026-07-13 00:30:00,0.2568,28.305
2026-07-13 00:45:00,0.4372,28.296
2026-07-13 01:00:00,0.8217,27.836
2026-07-13 01:15:00,0.4367,28.337
2026-07-13 01:30:00,0.4079,28.021
2026-07-13 01:45:00,0.4107,28.099
2026-07-13 02:00:00,0.4301,28.167
2026-07-13 02:15:00,0.4172,28.207
2026-07-13 02:30:00,0.3875,27.758
2026-07-13 02:45:00,0.3227,28.022
2026-07-13 03:00:00,0.2597,28.529
2026-07-13 03:15:00,0.4368,28.116
2026-07-13 03:30:00,0.132,27.828
2026-07-13 03:45:00,0.6086,27.992
2026-07-13 04:00:00,0.3545,28.165
2026-07-13 04:15:00,0.6687,28.849
2026-07-13 04:30:00,0.4075,28.37
2026-07-13 04:45:00,0.4913,28.986
2026-07-13 05:00:00,0.4739,29.529
2026-07-13 05:15:00,0.624,28.84
2026-07-13 05:30:00,0.6711,29.19
2026-07-13 05:45:00,0.5061,29.735
2026-07-13 06:00:00,0.5599,29.86
2026-07-13 06:15:00,0.62,29.653
2026-07-13 06:30:00,0.4376,30.368
2026-07-13 06:45:00,0.3589,29.738
2026-07-13 07:00:00,0.7081,30.561
2026-07-13 07:15:00,0.5968,31.272
2026-07-13 07:30:00,0.4319,30.85
2026-07-13 07:45:00,0.4486,31.608
2026-07-13 08:00:00,0.3064,31.716
2026-07-13 08:15:00,0.7764,31.453
2026-07-13 08:30:00,0.4075,32.135
2026-07-13 08:45:00,0.4434,32.537
2026-07-13 09:00:00,0.5187,32.84
2026-07-13 09:15:00,0.4679,32.759
2026-07-13 09:30:00,0.5706,32.509
2026-07-13 09:45:00,0.2273,32.682
2026-07-13 10:00:00,0.2656,32.86
2026-07-13 10:15:00,0.3525,33.377
2026-07-13 10:30:00,0.5471,33.61
2026-07-13 10:45:00,0.4783,34.004
2026-07-13 11:00:00,0.4097,34.11
2026-07-13 11:15:00,0.3831,34.212
2026-07-13 11:30:00,0.4388,34.424
2026-07-13 11:45:00,0.4183,34.237
2026-07-13 12:00:00,0.7265,34.639
2026-07-13 12:15:00,0.54,34.324
2026-07-13 12:30:00,0.2026,34.969
2026-07-13 12:45:00,0.4169,34.659
2026-07-13 13:00:00,0.3568,34.675
2026-07-13 13:15:00,0.2803,35.519
2026-07-13 13:30:00,0.5266,34.862
2026-07-13 13:45:00,0.4775,35.372
2026-07-13 14:00:00,0.3531,34.748
2026-07-13 14:15:00,0.6189,35.733
2026-07-13 14:30:00,0.586,35.11
2026-07-13 14:45:00,0.5873,34.981
2026-07-13 15:00:00,0.3189,34.671
2026-07-13 15:15:00,0.5154,34.705
2026-07-13 15:30:00,0.5734,34.962
2026-07-13 15:45:00,0.4666,34.368
2026-07-13 16:00:00,0.7549,34.985
2026-07-13 16:15:00,0.4519,34.67
2026-07-13 16:30:00,0.3514,34.288
2026-07-13 16:45:00,0.612,34.154
2026-07-13 17:00:00,0.4396,34.055
2026-07-13 17:15:00,0.7227,33.851
2026-07-13 17:30:00,0.4254,33.976
2026-07-13 17:45:00,0.5797,33.47
2026-07-13 18:00:00,0.5562,33.043
2026-07-13 18:15:00,0.5802,32.922
2026-07-13 18:30:00,0.4675,32.736
2026-07-13 18:45:00,0.5014,32.78
2026-07-13 19:00:00,0.462,32.193
2026-07-13 19:15:00,0.4196,31.905
2026-07-13 19:30:00,0.3294,31.525
2026-07-13 19:45:00,0.2892,31.948
2026-07-13 20:00:00,0.4038,31.169
2026-07-13 20:15:00,0.5174,31.375
2026-07-13 20:30:00,0.329,30.977
2026-07-13 20:45:00,0.3128,30.825
2026-07-13 21:00:00,0.4203,31.065
2026-07-13 21:15:00,0.723,30.538
2026-07-13 21:30:00,0.5367,30.567
2026-07-13 21:45:00,0.458,29.754
2026-07-13 22:00:00,0.6383,29.847
2026-07-13 22:15:00,0.478,29.917
2026-07-13 22:30:00,0.5604,29.566
2026-07-13 22:45:00,0.5093,29.335
2026-07-13 23:00:00,0.2713,28.839
2026-07-13 23:15:00,0.4053,28.969
2026-07-13 23:30:00,0.3108,28.979
2026-07-13 23:45:00,0.4822,28.7
2026-07-14 00:00:00,0.642,25.006
2026-07-14 00:15:00,0.2949,25.04
2026-07-14 00:30:00,0.4194,24.948
2026-07-14 00:45:00,0.229,25.114
2026-07-14 01:00:00,0.6809,25.447
2026-07-14 01:15:00,0.3486,25.584
2026-07-14 01:30:00,0.1871,24.843
2026-07-14 01:45:00,0.0,24.275
2026-07-14 02:00:00,0.0004,24.936
2026-07-14 02:15:00,0.1975,24.766
2026-07-14 02:30:00,0.4426,25.003
2026-07-14 02:45:00,0.2167,24.703
2026-07-14 03:00:00,0.3871,24.995
2026-07-14 03:15:00,0.4424,24.582
2026-07-14 03:30:00,0.0688,25.328
2026-07-14 03:45:00,0.3798,24.611
2026-07-14 04:00:00,0.1007,24.761
2026-07-14 04:15:00,0.1304,25.075
2026-07-14 04:30:00,0.2437,25.77
2026-07-14 04:45:00,0.3579,25.461
2026-07-14 05:00:00,0.3307,25.577
2026-07-14 05:15:00,0.3621,25.858
2026-07-14 05:30:00,0.4486,26.16
2026-07-14 05:45:00,0.2482,26.327
2026-07-14 06:00:00,0.3409,26.177
2026-07-14 06:15:00,0.1066,27.023
2026-07-14 06:30:00,0.1849,27.002
2026-07-14 06:45:00,0.4504,27.107
2026-07-14 07:00:00,0.124,27.514
2026-07-14 07:15:00,0.5838,27.481
2026-07-14 07:30:00,0.4189,27.539
2026-07-14 07:45:00,0.4041,28.024
2026-07-14 08:00:00,0.3776,28.334
2026-07-14 08:15:00,0.3851,28.812
2026-07-14 08:30:00,0.1222,29.162
2026-07-14 08:45:00,0.6847,29.096
2026-07-14 09:00:00,0.4627,29.019
2026-07-14 09:15:00,0.4172,29.504
2026-07-14 09:30:00,0.2001,29.101
2026-07-14 09:45:00,0.3337,30.064
2026-07-14 10:00:00,0.3571,29.943
2026-07-14 10:15:00,0.0438,30.265
2026-07-14 10:30:00,0.3907,30.757
2026-07-14 10:45:00,0.437,31.275
2026-07-14 11:00:00,0.3236,31.12
2026-07-14 11:15:00,0.4262,30.429
2026-07-14 11:30:00,0.1276,31.141
2026-07-14 11:45:00,0.2253,31.055
2026-07-14 12:00:00,0.4375,31.169
2026-07-14 12:15:00,0.556,31.686
2026-07-14 12:30:00,0.4056,31.282
2026-07-14 12:45:00,0.3729,31.57
2026-07-14 13:00:00,0.2656,31.293
2026-07-14 13:15:00,0.4219,32.133
2026-07-14 13:30:00,0.0757,31.54
2026-07-14 13:45:00,0.197,31.971
2026-07-14 14:00:00,0.4455,31.566
2026-07-14 14:15:00,0.2836,31.934
2026-07-14 14:30:00,0.1453,31.569
2026-07-14 14:45:00,0.4723,32.504
2026-07-14 15:00:00,0.4314,32.198
2026-07-14 15:15:00,0.0,31.799
2026-07-14 15:30:00,0.5067,31.68
2026-07-14 15:45:00,0.1602,31.576
2026-07-14 16:00:00,0.3819,31.581
2026-07-14 16:15:00,0.6039,31.3
2026-07-14 16:30:00,0.1616,31.195
2026-07-14 16:45:00,0.1921,31.439
2026-07-14 17:00:00,0.4929,30.468
2026-07-14 17:15:00,0.526,30.904
2026-07-14 17:30:00,0.2776,30.54
2026-07-14 17:45:00,0.3367,30.503
2026-07-14 18:00:00,0.4331,29.907
2026-07-14 18:15:00,0.3646,29.551
2026-07-14 18:30:00,0.5523,29.643
2026-07-14 18:45:00,0.4589,29.158
2026-07-14 19:00:00,0.5588,29.188
2026-07-14 19:15:00,0.5355,29.373
2026-07-14 19:30:00,0.3356,28.432
2026-07-14 19:45:00,0.3151,28.608
2026-07-14 20:00:00,0.5304,28.493
2026-07-14 20:15:00,0.2225,28.522
2026-07-14 20:30:00,0.1897,27.724
2026-07-14 20:45:00,0.1941,27.877
2026-07-14 21:00:00,0.4813,28.083
2026-07-14 21:15:00,0.3849,27.532
2026-07-14 21:30:00,0.3147,26.714
2026-07-14 21:45:00,0.118,27.226
2026-07-14 22:00:00,0.2271,27.277
2026-07-14 22:15:00,0.0634,26.083
2026-07-14 22:30:00,0.4368,26.279
2026-07-14 22:45:00,0.113,26.343
2026-07-14 23:00:00,0.1023,25.854
2026-07-14 23:15:00,0.414,25.508
2026-07-14 23:30:00,0.1116,25.358
2026-07-14 23:45:00,0.5933,25.609
2026-07-15 00:00:00,0.9075,24.419
2026-07-15 00:15:00,0.8435,24.366
2026-07-15 00:30:00,0.7656,23.611
2026-07-15 00:45:00,0.7856,23.879
2026-07-15 01:00:00,0.7449,24.133
2026-07-15 01:15:00,0.6362,24.151
2026-07-15 01:30:00,0.9309,24.068
2026-07-15 01:45:00,0.8678,24.259
2026-07-15 02:00:00,0.894,23.868
2026-07-15 02:15:00,1.0,23.934
2026-07-15 02:30:00,0.8008,24.05
2026-07-15 02:45:00,0.8077,23.798
2026-07-15 03:00:00,1.0,24.733
2026-07-15 03:15:00,0.6774,24.272
2026-07-15 03:30:00,0.8234,23.785
2026-07-15 03:45:00,0.7992,24.171
2026-07-15 04:00:00,0.8879,24.12
2026-07-15 04:15:00,0.8243,24.781
2026-07-15 04:30:00,0.7672,25.345
2026-07-15 04:45:00,0.9219,24.646
2026-07-15 05:00:00,0.7335,24.698
2026-07-15 05:15:00,0.8207,25.01
2026-07-15 05:30:00,0.8323,25.201
2026-07-15 05:45:00,0.917,25.917
2026-07-15 06:00:00,0.8275,25.501
2026-07-15 06:15:00,0.7279,25.927
2026-07-15 06:30:00,0.8147,26.528
2026-07-15 06:45:00,0.7409,26.655
2026-07-15 07:00:00,0.7862,26.174
2026-07-15 07:15:00,0.852,27.45
2026-07-15 07:30:00,0.7548,26.738
2026-07-15 07:45:00,0.756,27.213
2026-07-15 08:00:00,0.8967,27.434
2026-07-15 08:15:00,0.6752,27.568
2026-07-15 08:30:00,0.6688,27.55
2026-07-15 08:45:00,0.7135,27.797
2026-07-15 09:00:00,1.0,28.215
2026-07-15 09:15:00,0.5995,28.408
2026-07-15 09:30:00,0.7241,28.689
2026-07-15 09:45:00,0.7744,29.184
2026-07-15 10:00:00,0.8195,28.89
2026-07-15 10:15:00,0.8318,29.362
2026-07-15 10:30:00,0.6613,29.967
2026-07-15 10:45:00,0.8279,29.621
2026-07-15 11:00:00,0.8196,30.317
2026-07-15 11:15:00,0.87,29.956
2026-07-15 11:30:00,0.7835,30.341
2026-07-15 11:45:00,0.8671,30.624
2026-07-15 12:00:00,0.7508,31.074
2026-07-15 12:15:00,0.7155,30.855
2026-07-15 12:30:00,0.7187,30.126
2026-07-15 12:45:00,0.9458,30.545
2026-07-15 13:00:00,0.7493,30.807
2026-07-15 13:15:00,0.6519,31.136
2026-07-15 13:30:00,0.6676,31.033
2026-07-15 13:45:00,0.6724,31.107
2026-07-15 14:00:00,0.8035,30.881
2026-07-15 14:15:00,0.7425,31.161
2026-07-15 14:30:00,0.5878,30.453
2026-07-15 14:45:00,0.5384,30.769
2026-07-15 15:00:00,0.8512,30.667
2026-07-15 15:15:00,0.9373,31.444
2026-07-15 15:30:00,0.7937,31.104
2026-07-15 15:45:00,0.6947,30.472
2026-07-15 16:00:00,0.8549,30.38
2026-07-15 16:15:00,0.5486,30.321
2026-07-15 16:30:00,0.9005,30.098
2026-07-15 16:45:00,0.6572,30.272
2026-07-15 17:00:00,0.8089,29.627
2026-07-15 17:15:00,0.7973,30.226
2026-07-15 17:30:00,0.75,29.64
2026-07-15 17:45:00,0.6338,29.245
2026-07-15 18:00:00,0.7601,29.13
2026-07-15 18:15:00,0.818,29.122
2026-07-15 18:30:00,0.6611,29.36
2026-07-15 18:45:00,0.8645,28.866
2026-07-15 19:00:00,0.7738,27.673
2026-07-15 19:15:00,0.5264,28.242
2026-07-15 19:30:00,0.906,28.424
2026-07-15 19:45:00,0.8682,27.782
2026-07-15 20:00:00,0.9029,27.458
2026-07-15 20:15:00,0.8602,27.546
2026-07-15 20:30:00,0.5636,26.876
2026-07-15 20:45:00,1.0,26.776
2026-07-15 21:00:00,0.5059,27.017
2026-07-15 21:15:00,0.7561,26.043
2026-07-15 21:30:00,0.8769,26.502
2026-07-15 21:45:00,0.9355,25.847
2026-07-15 22:00:00,0.7318,25.192
2026-07-15 22:15:00,0.6183,25.91
2026-07-15 22:30:00,0.713,25.303
2026-07-15 22:45:00,0.7454,25.323
2026-07-15 23:00:00,0.6912,24.81
2026-07-15 23:15:00,0.7832,24.835
2026-07-15 23:30:00,0.702,24.913
2026-07-15 23:45:00,0.7522,24.542
2026-07-16 00:00:00,0.3153,23.91
2026-07-16 00:15:00,0.5653,24.305
2026-07-16 00:30:00,0.5376,24.217
2026-07-16 00:45:00,0.4797,24.457
2026-07-16 01:00:00,0.5625,23.466
2026-07-16 01:15:00,0.4085,23.812
2026-07-16 01:30:00,0.6328,23.742
2026-07-16 01:45:00,0.3615,23.725
2026-07-16 02:00:00,0.4814,23.826
2026-07-16 02:15:00,0.491,23.67
2026-07-16 02:30:00,0.4818,23.654
2026-07-16 02:45:00,0.5394,23.679
2026-07-16 03:00:00,0.4828,23.817
2026-07-16 03:15:00,0.5492,23.776
2026-07-16 03:30:00,0.6818,24.175
2026-07-16 03:45:00,0.4358,23.795
2026-07-16 04:00:00,0.8003,24.712
2026-07-16 04:15:00,0.4704,24.259
2026-07-16 04:30:00,0.3139,24.729
2026-07-16 04:45:00,0.3754,25.216
2026-07-16 05:00:00,0.4517,24.726
2026-07-16 05:15:00,0.5998,25.014
2026-07-16 05:30:00,0.2502,25.351
2026-07-16 05:45:00,0.7052,25.075
2026-07-16 06:00:00,0.6466,25.631
2026-07-16 06:15:00,0.4163,25.79
2026-07-16 06:30:00,0.4206,25.829
2026-07-16 06:45:00,0.6876,26.182
2026-07-16 07:00:00,0.5577,26.292
2026-07-16 07:15:00,0.5092,26.17
2026-07-16 07:30:00,0.4989,26.699
2026-07-16 07:45:00,0.4836,27.72
2026-07-16 08:00:00,0.3729,27.096
2026-07-16 08:15:00,0.1172,27.744
2026-07-16 08:30:00,0.438,27.218
2026-07-16 08:45:00,0.5134,27.984
2026-07-16 09:00:00,0.5252,27.88
2026-07-16 09:15:00,0.6133,28.449
2026-07-16 09:30:00,0.3598,28.484
2026-07-16 09:45:00,0.7144,29.092
2026-07-16 10:00:00,0.3386,28.802
2026-07-16 10:15:00,0.4831,29.654
2026-07-16 10:30:00,0.6835,29.303
2026-07-16 10:45:00,0.2939,29.096
2026-07-16 11:00:00,0.3361,30.121
2026-07-16 11:15:00,0.6819,30.003
2026-07-16 11:30:00,0.4628,29.855
2026-07-16 11:45:00,0.4861,30.526
2026-07-16 12:00:00,0.3441,30.513
2026-07-16 12:15:00,0.5435,30.689
2026-07-16 12:30:00,0.4539,30.699
2026-07-16 12:45:00,0.3967,30.426
2026-07-16 13:00:00,0.5322,30.337
2026-07-16 13:15:00,0.2617,30.229
2026-07-16 13:30:00,0.5612,30.697
2026-07-16 13:45:00,0.3579,30.523
2026-07-16 14:00:00,0.5732,30.974
2026-07-16 14:15:00,0.4876,30.913
2026-07-16 14:30:00,0.2147,30.969
2026-07-16 14:45:00,0.3439,30.641
2026-07-16 15:00:00,0.3942,30.603
2026-07-16 15:15:00,0.5513,30.927
